task,width,rank,test_mse,recovery_slope,high_low_ratio
sparse,2048,11,0.3742678917922219,-0.6450628667218279,0.25119523948737155
sparse,2048,12,0.37333925459449907,-0.670346225836723,0.22979466299133863
sparse,2048,13,0.3715174513571958,-0.6923396180173194,0.20955047926385895
sparse,2048,14,0.3736704843644559,-0.7118301521870606,0.1905201464253996
sparse,2048,15,0.3781675448212524,-0.7293943387226056,0.17273016734969482
sparse,2048,16,0.37972076361002477,-0.7454564560536686,0.15618263750275307
sparse,2048,17,0.3772287306854756,-0.760331591574639,0.14086054108790272
sparse,2048,18,0.3752256895429194,-0.7742563521471253,0.12673210445442787
sparse,2048,19,0.3771926942772314,-0.7874105368731534,0.11375439994034184
sparse,2048,20,0.3806670773193722,-0.7999324280449727,0.10187633456810376
sparse,2048,21,0.38105704164005855,-0.8119296372646694,0.09104112421450185
sparse,2048,22,0.37832412696189033,-0.8234868627708134,0.08118833248717551
sparse,2048,23,0.3768558855430651,-0.8346714921188887,0.07225553898520959
sparse,2048,24,0.3790046283957264,-0.8455376911607657,0.0641796911157932
sparse,2048,25,0.38180766963779544,-0.8561294201666404,0.05689818566451179
sparse,2048,26,0.3814557852756563,-0.8664826821238563,0.05034971999475151
sparse,2048,27,0.3787954454922442,-0.8766272159625026,0.044474947553922166
sparse,2048,28,0.3779367977884829,-0.8865877844353368,0.039216967965322
sparse,2048,29,0.3802312525109259,-0.8963851630324858,0.03452167818000554
sparse,2048,30,0.3824358718063781,-0.9060369062474164,0.030338007822105734
sparse,2048,31,0.3815432944648124,-0.9155579464717315,0.026618058898108914
sparse,2048,32,0.3790973794439333,-0.9249610659367521,0.02331716739793399
sparse,2048,33,0.378813505715394,-0.934257271526991,0.02039390195292734
sparse,2048,34,0.3811600529226056,-0.9434560946699092,0.017810012603239923
sparse,2048,35,0.3827963496316905,-0.9525658329745251,0.015530340841158721
sparse,2048,36,0.38150962298033486,-0.9615937462407806,0.01352270041840052
sparse,2048,37,0.3793641430352535,-0.9705462164704021,0.011757736917110753
sparse,2048,38,0.37958980327052455,-0.9794288792831627,0.010208772770796395
sparse,2048,39,0.38189238754861343,-0.9882467324716463,0.008851643268097521
sparse,2048,40,0.38298891584736816,-0.9970042261645091,0.007664528065325191
sparse,2048,41,0.381432622765764,-1.0057053381064736,0.006627781859836501
sparse,2048,42,0.37964305640386986,-1.0143536368258474,0.005723767122937746
sparse,2048,43,0.3803008479554964,-1.0229523348911878,0.0049366911460628484
sparse,2048,44,0.38247353364712267,-1.0315043340165897,0.0042524491060639226
sparse,2048,45,0.38306660432235473,-1.04001226342955,0.00365847439384635
sparse,2048,46,0.38135167180188717,-1.0484785126436944,0.0031435970652647265
sparse,2048,47,0.37995090928322234,-1.0569052595639141,0.0026979109548814603
sparse,2048,48,0.38095770236199994,-1.0652944946807468,0.0023126497333324676
sparse,2048,49,0.3829283936716977,-1.0736480419744518,0.001980071979840757
sparse,2048,50,0.3830638047504221,-1.081967577039705,0.0016933551757928387
sparse,2048,0,0.5190859999999999,-0.942,0.045
sparse,4096,1,1.0590408548895285,-0.29044943820224717,0.3197735286289763
sparse,4096,2,0.5795363624317892,-0.25493827160493826,0.41608746457476486
sparse,4096,3,0.3759915618097757,-0.25493827160493826,0.43194207016628744
sparse,4096,4,0.3017193206685266,-0.29044943820224717,0.42042159442379373
sparse,4096,5,0.30679632649014993,-0.3483150183150183,0.3999392046904113
sparse,4096,6,0.32885513468044547,-0.4206522702104098,0.3762703873706205
sparse,4096,7,0.34155198898350825,-0.4835010938048017,0.3515320179981768
sparse,4096,8,0.3473444688575741,-0.5357383998342872,0.3266636892456845
sparse,4096,9,0.35396303489765385,-0.5785192789488517,0.3021783934228439
sparse,4096,10,0.36212290040441303,-0.613752395510299,0.2784008919756058
sparse,4096,11,0.3667258413151315,-0.64322076145867,0.2555512262992913
sparse,4096,12,0.3658182742083063,-0.668346225836723,0.23377954154032138
sparse,4096,13,0.364035116236134,-0.6901967608744622,0.21318430260369467
sparse,4096,14,0.36614675359621474,-0.7095574249143333,0.1938239639934701
sparse,4096,15,0.3705551549371386,-0.7270030343747795,0.17572548817078779
sparse,4096,16,0.3720786021323575,-0.7429564560536687,0.158891006939217
sparse,4096,17,0.3696378180476473,-0.7577315915746391,0.1433032094304675
sparse,4096,18,0.36767608251763284,-0.7715640444548175,0.12892977100566075
sparse,4096,19,0.3696046153113403,-0.7846327590953757,0.11572701959248649
sparse,4096,20,0.37301018280671067,-0.7970752851878299,0.10364297620801308
sparse,4096,21,0.3733931440421187,-0.8089986027819108,0.09261987203325044
sparse,4096,22,0.3707158212437718,-0.8204868627708134,0.08259622264591267
sparse,4096,23,0.36927773108083517,-0.8316069759898564,0.07350852521038663
sparse,4096,24,0.37138398850781745,-0.8424126911607658,0.06529263373629829
sparse,4096,25,0.3741313658860259,-0.8529476019848222,0.057884859404358814
sparse,4096,26,0.37378708391093235,-0.8632473880062091,0.0512228365264524
sparse,4096,27,0.37118063138026886,-0.8733415016767883,0.04524618941901908
sparse,4096,28,0.37033968191742345,-0.8832544511020035,0.03989703099362238
sparse,4096,29,0.3725885307322495,-0.8930067846541075,0.03512031999815592
sparse,4096,30,0.3747493186659372,-0.9026158536158375,0.03086410044329832
sparse,4096,31,0.373875035535046,-0.912096408010193,0.027079643734492304
sparse,4096,32,0.3714785621709365,-0.9214610659367521,0.023721511341250768
sparse,4096,33,0.3712007234934089,-0.9307206861611373,0.020747553431879836
sparse,4096,34,0.3735005020371294,-0.9398846660984806,0.018118856752429056
sparse,4096,35,0.3751042648655064,-0.9489611818117344,0.01579965311008055
sparse,4096,36,0.3738436440230543,-0.957957382604417,0.013757198113517291
sparse,4096,37,0.37174148738353735,-0.9668795498037354,0.011961628308736953
sparse,4096,38,0.37196287565985114,-0.9757332271092496,0.010385803512486505
sparse,4096,39,0.3742194977564372,-0.9845233282163272,0.009005139972168577
sparse,4096,40,0.37529425378674225,-0.9932542261645091,0.007797438956631408
sparse,4096,41,0.3737694112798799,-1.0019298279023918,0.00674271449324407
sparse,4096,42,0.37201596630081635,-1.0105536368258474,0.005823023200214123
sparse,4096,43,0.37266075881267097,-1.019128805479423,0.005022298506977233
sparse,4096,44,0.37479003732698263,-1.0276581801704359,0.0043261909980765925
sparse,4096,45,0.3753713904430665,-1.0361443389012484,0.003721916146340796
sparse,4096,46,0.3736910469992904,-1.0445896237548056,0.0031981103091710513
sparse,4096,47,0.37231856182110357,-1.0529961686548233,0.0027446955379140867
sparse,4096,48,0.37330531321469335,-1.0613659232521753,0.0023527534859336084
sparse,4096,49,0.3752366139389706,-1.0697006735533994,0.002014408488161695
sparse,4096,50,0.3753694567173453,-1.0780020597983258,0.001722719716413524
sparse,4096,0,0.512632,-0.942,0.045
sparse,8192,1,1.0371764372153607,-0.29044943820224717,0.3252242137760611
sparse,8192,2,0.5675503407911062,-0.25493827160493826,0.42317986453910744
sparse,8192,3,0.36820328878774267,-0.25493827160493826,0.4393047190895764
sparse,8192,4,0.29546973833511775,-0.29044943820224717,0.42758787160147205
sparse,8192,5,0.3004546164491752,-0.34793040293040295,0.4067563502249069
sparse,8192,6,0.3220701643464782,-0.4199379844961241,0.382684087155347
sparse,8192,7,0.3345133567439193,-0.4825010938048017,0.3575240410322366
sparse,8192,8,0.34019215190016144,-0.5344883998342872,0.3322318203123723
sparse,8192,9,0.3466791302586616,-0.5770486907135576,0.30732916149255146
sparse,8192,10,0.35467512816579083,-0.6120857288436324,0.28314636172519
sparse,8192,11,0.3591865014194894,-0.6413786561955122,0.259907213111211
sparse,8192,12,0.3582997958972966,-0.666346225836723,0.23776442008930415
sparse,8192,13,0.35655510447059924,-0.6880539037316051,0.21681812594353037
sparse,8192,14,0.35862519129313225,-0.707284697641606,0.19712778156154062
sparse,8192,15,0.36294479798911095,-0.7246117300269534,0.17872080899188075
sparse,8192,16,0.3644383540063007,-0.7404564560536686,0.16159937637568095
sparse,8192,17,0.36204871246411785,-0.755131591574639,0.1457458777730323
sparse,8192,18,0.3601281874385241,-0.7688717367625099,0.1311274375568936
sparse,8192,19,0.3620181626943183,-0.7818549813175979,0.11769963924463114
sparse,8192,20,0.365354837197734,-0.794218142330687,0.1054096178479224
sparse,8192,21,0.3657307249431507,-0.8060675682991522,0.09419861985199902
sparse,8192,22,0.36310892974206105,-0.8174868627708134,0.08400411280464981
sparse,8192,23,0.3617009319093294,-0.8285424598608242,0.07476151143556367
sparse,8192,24,0.3637646496990037,-0.8392876911607657,0.06640557635680339
sparse,8192,25,0.36645631317184785,-0.8497657838030039,0.05887153314420584
sparse,8192,26,0.3661195872490743,-0.860012093888562,0.0520959530581533
sparse,8192,27,0.3635669789460571,-0.870055787391074,0.046017431284116
sparse,8192,28,0.36274368766627363,-0.8799211177686701,0.04057709402192276
sparse,8192,29,0.3649468931861524,-0.8896284062757291,0.03571896181630631
sparse,8192,30,0.3670638147828311,-0.8991948009842585,0.0313901930644909
sparse,8192,31,0.36620779307332274,-0.9086348695486546,0.027541228570875695
sparse,8192,32,0.36386073056392093,-0.9179610659367521,0.02412585528456754
sparse,8192,33,0.36358889794722904,-0.9271841007952837,0.021101204910832335
sparse,8192,34,0.3658418804938642,-0.9363132375270521,0.018427700901618188
sparse,8192,35,0.36741308362647174,-0.9453565306489436,0.016068965379002376
sparse,8192,36,0.36617854417327045,-0.9543210189680533,0.013991695808634064
sparse,8192,37,0.3641196877049102,-0.9632128831370687,0.01216551970036315
sparse,8192,38,0.3643367820742387,-0.9720375749353365,0.010562834254176617
sparse,8192,39,0.36654742113869543,-0.9807999239610079,0.009158636676239633
sparse,8192,40,0.367600385067028,-0.9895042261645091,0.007930349847937626
sparse,8192,41,0.3661069742458381,-0.9981543176983103,0.006857647126651639
sparse,8192,42,0.3643896326390973,-1.0067536368258474,0.0059222792774905
sparse,8192,43,0.36502140891933144,-1.0153052760676584,0.005107905867891618
sparse,8192,44,0.3671072638285622,-1.0238120263242818,0.0043999328900892615
sparse,8192,45,0.36767688367198215,-1.0322764143729464,0.003785357898835241
sparse,8192,46,0.3660311142600421,-1.0407007348659167,0.003252623553077376
sparse,8192,47,0.3646868920043469,-1.0490870777457322,0.0027914801209467134
sparse,8192,48,0.3656535878832517,-1.057437351823604,0.0023928572385347496
sparse,8192,49,0.36754548474579113,-1.0657533051323467,0.002048744996482633
sparse,8192,50,0.3676757464681385,-1.0740365425569465,0.001752084257034209
sparse,8192,0,0.5061779999999999,-0.942,0.045
sparse,16384,1,1.0153274126916916,-0.29044943820224717,0.3306748989231459
sparse,16384,2,0.5555745812507559,-0.25493827160493826,0.43027226450345
sparse,16384,3,0.3604227123409591,-0.25493827160493826,0.44666736801286533
sparse,16384,4,0.28922631326190856,-0.29044943820224717,0.4347541487791503
sparse,16384,5,0.29411803745836684,-0.3475457875457875,0.41357349575940255
sparse,16384,6,0.3152895920555107,-0.41922369878183835,0.38909778694007346
sparse,16384,7,0.3274785727919551,-0.4815010938048017,0.36351606406629644
sparse,16384,8,0.3330432556428597,-0.5332383998342871,0.3377999513790601
sparse,16384,9,0.33939830424976913,-0.5755781024782635,0.312479929562259
sparse,16384,10,0.3472301546818048,-0.6104190621769657,0.28789183147477415
sparse,16384,11,0.3516497270489305,-0.6395365509323542,0.26426319992313074
sparse,16384,12,0.35078368576328667,-0.664346225836723,0.24174929863828687
sparse,16384,13,0.34907729172656443,-0.685911046588748,0.22045194928336603
sparse,16384,14,0.3511056814101163,-0.7050119703688787,0.20043159912961112
sparse,16384,15,0.3553363651848957,-0.7222204256791274,0.18171612981297372
sparse,16384,16,0.3567999168391262,-0.7379564560536687,0.16430774581214486
sparse,16384,17,0.3544613172306439,-0.752531591574639,0.14818854611559706
sparse,16384,18,0.35258191269104683,-0.7661794290702022,0.13332510410812642
sparse,16384,19,0.3544332493923462,-0.7790772035398201,0.1196722588967758
sparse,16384,20,0.35770095760309056,-0.7913609994735441,0.1071762594878317
sparse,16384,21,0.3580697052215008,-0.8031365338163936,0.0957773676707476
sparse,16384,22,0.3555033767751763,-0.8144868627708134,0.08541200296338695
sparse,16384,23,0.35412541550036525,-0.825477943731792,0.07601449766074071
sparse,16384,24,0.3561465423422298,-0.8361626911607658,0.06751851897730846
sparse,16384,25,0.35878244454616975,-0.8465839656211858,0.059858206884052856
sparse,16384,26,0.3584532308205865,-0.856776799770915,0.05296906958985419
sparse,16384,27,0.35595442602259525,-0.8667700731053597,0.04678867314921291
sparse,16384,28,0.35514875501171,-0.8765877844353368,0.04125715705022314
sparse,16384,29,0.35730628185008867,-0.8862500278973507,0.036317603634456685
sparse,16384,30,0.3593793040062088,-0.8957737483526796,0.031916285685683485
sparse,16384,31,0.3585415126835057,-0.9051733310871161,0.028002813407259085
sparse,16384,32,0.35624383187511743,-0.9144610659367521,0.024530199227884315
sparse,16384,33,0.3559779778804903,-0.92364751542943,0.02145485638978483
sparse,16384,34,0.35818413855919884,-0.9327418089556235,0.018736545050807317
sparse,16384,35,0.3597227575624648,-0.941751879486153,0.016338277647924202
sparse,16384,36,0.3585142763856758,-0.9506846553316898,0.014226193503750834
sparse,16384,37,0.3564986981920988,-0.9595462164704021,0.012369411091989347
sparse,16384,38,0.3567114778809595,-0.9683419227614235,0.010739864995866726
sparse,16384,39,0.35887611417847864,-0.9770765197056888,0.009312133380310688
sparse,16384,40,0.35990726723270405,-0.985754226164509,0.008063260739243842
sparse,16384,41,0.358445270218963,-0.9943788074942287,0.006972579760059208
sparse,16384,42,0.3567640149378665,-1.0029536368258474,0.006021535354766876
sparse,16384,43,0.35738275871465097,-1.0114817466558936,0.005193513228806002
sparse,16384,44,0.359425174470164,-1.019965872478128,0.00447367478210193
sparse,16384,45,0.3599830461683108,-1.0284084898446444,0.003848799651329686
sparse,16384,46,0.35837183654847465,-1.036811845977028,0.0033071367969837004
sparse,16384,47,0.357055863568861,-1.0451779868366413,0.0028382647039793393
sparse,16384,48,0.3580024908436671,-1.0535087803950325,0.0024329609911358904
sparse,16384,49,0.3598549712786316,-1.061805936711294,0.0020830815048035706
sparse,16384,50,0.3599826398718926,-1.0700710253155672,0.0017814487976548939
sparse,16384,0,0.49972399999999995,-0.942,0.045
sparse,32768,1,0.9934929575563504,-0.29044943820224717,0.3361255840702307
sparse,32768,2,0.5436085346359575,-0.25493827160493826,0.4373646644677926
sparse,32768,3,0.3526494205883394,-0.25493827160493826,0.45403001693615436
sparse,32768,4,0.2829887159440304,-0.29044943820224717,0.4419204259568286
sparse,32768,5,0.2877863149303344,-0.34716117216117215,0.4203906412938982
sparse,32768,6,0.30851318244692255,-0.4185094130675526,0.39551148672479997
sparse,32768,7,0.3204474311870728,-0.4805010938048017,0.36950808710035626
sparse,32768,8,0.32589759702740856,-0.5319883998342871,0.3433680824457479
sparse,32768,9,0.3321203921185422,-0.5741075142429694,0.3176306976319666
sparse,32768,10,0.33978783017751474,-0.608752395510299,0.2926373012243583
sparse,32768,11,0.3441153809097595,-0.6376944456691963,0.2686191867350505
sparse,32768,12,0.343269817073635,-0.662346225836723,0.24573417718726961
sparse,32768,13,0.34160156032371924,-0.6837681894458908,0.22408577262320176
sparse,32768,14,0.34358811411221074,-0.7027392430961514,0.20373541669768164
sparse,32768,15,0.3477297535542215,-0.7198291213313013,0.1847114506340667
sparse,32768,16,0.3491631937176374,-0.7354564560536686,0.16701611524860877
sparse,32768,17,0.34687554081809535,-0.7499315915746391,0.15063121445816186
sparse,32768,18,0.3450371715633936,-0.7634871213778944,0.13552277065935928
sparse,32768,19,0.34684979302920693,-0.7762994257620423,0.12164487854892045
sparse,32768,20,0.3500484655692402,-0.7885038566164012,0.10894290112774101
sparse,32768,21,0.35041000998969885,-0.8002054993336349,0.09735611548949619
sparse,32768,22,0.3478990907116245,-0.8114868627708134,0.0868198931221241
sparse,32768,23,0.34655111320709514,-0.8224134276027597,0.07726748388591775
sparse,32768,24,0.3485296005365223,-0.8330376911607658,0.06863146159781354
sparse,32768,25,0.3511096966426708,-0.8434021474393676,0.06084488062389989
sparse,32768,26,0.350787953606049,-0.853541505653268,0.05384218612155508
sparse,32768,27,0.3483429137697283,-0.8634843588196455,0.047559915014309825
sparse,32768,28,0.34755482714254826,-0.8732544511020035,0.041937220078523525
sparse,32768,29,0.3496666418065801,-0.8828716495189723,0.03691624545260707
sparse,32768,30,0.3516957331901239,-0.8923526957211007,0.032442378306876074
sparse,32768,31,0.3508761428804592,-0.9017117926255777,0.028464398243642476
sparse,32768,32,0.34862781617954597,-0.9109610659367521,0.024934543171201088
sparse,32768,33,0.34836791483659446,-0.9201109300635764,0.021808507868737326
sparse,32768,34,0.3505272291610094,-0.929170380384195,0.01904538919999645
sparse,32768,35,0.3520332409089206,-0.9381472283233623,0.01660758991684603
sparse,32768,36,0.3508507961325854,-0.9470482916953261,0.014460691198867606
sparse,32768,37,0.3488784754891994,-0.9558795498037354,0.012573302483615545
sparse,32768,38,0.34908692083579984,-0.9646462705875104,0.010916895737556838
sparse,32768,39,0.3512055356876783,-0.9733531154503696,0.009465630084381742
sparse,32768,40,0.3522148601002497,-0.9820042261645091,0.008196171630550059
sparse,32768,41,0.35078425997248447,-0.990603297290147,0.007087512393466777
sparse,32768,42,0.34913907488260454,-0.9991536368258475,0.006120791432043254
sparse,32768,43,0.3497447707548945,-1.0076582172441289,0.005279120589720387
sparse,32768,44,0.35174373264013586,-1.0161197186319741,0.0045474166741145995
sparse,32768,45,0.352289842116306,-1.0245405653163426,0.003912241403824132
sparse,32768,46,0.3507131788108786,-1.0329229570881389,0.003361650040890025
sparse,32768,47,0.3494254421912222,-1.0412688959275505,0.002885049287011966
sparse,32768,48,0.3503519884729939,-1.049580208966461,0.0024730647437370317
sparse,32768,49,0.3521650405870052,-1.0578585682902413,0.0021174180131245087
sparse,32768,50,0.3522901046242085,-1.066105508074188,0.0018108133382755789
sparse,32768,0,0.49326999999999993,-0.942,0.045
sparse,65536,1,0.9716722921306756,-0.29044943820224717,0.34157626921731554
sparse,65536,2,0.5316516811609368,-0.25493827160493826,0.4444570644321352
sparse,65536,3,0.344883023690553,-0.25493827160493826,0.46139266585944333
sparse,65536,4,0.276756634510019,-0.29044943820224717,0.4490867031345069
sparse,65536,5,0.28145918897219085,-0.3467765567765568,0.42720778682839383
sparse,65536,6,0.30174071275538195,-0.4177951273532669,0.40192518650952647
sparse,65536,7,0.31341973700960724,-0.4795010938048017,0.3755001101344161
sparse,65536,8,0.31875500279188335,-0.5307383998342872,0.3489362135124357
sparse,65536,9,0.32484523792924863,-0.5726369260076752,0.32278146570167415
sparse,65536,10,0.33234801289316407,-0.6070857288436324,0.29738277097394256
sparse,65536,11,0.33658333305553295,-0.6358523404060384,0.2729751735469702
sparse,65536,12,0.33575806987777806,-0.660346225836723,0.2497190557362524
sparse,65536,13,0.3341277988793979,-0.6816253323030337,0.22771959596303745
sparse,65536,14,0.33607238544226076,-0.7004665158234241,0.20703923426575216
sparse,65536,15,0.3401248656372555,-0.7174378169834752,0.18770677145515968
sparse,65536,16,0.3415280929149328,-0.7329564560536687,0.1697244846850727
sparse,65536,17,0.33929129659550966,-0.747331591574639,0.15307388280072665
sparse,65536,18,0.3374938819841263,-0.7607948136855868,0.13772043721059213
sparse,65536,19,0.33926771563703423,-0.7735216479842645,0.1236174982010651
sparse,65536,20,0.3423972868410724,-0.7856467137592584,0.11070954276765033
sparse,65536,21,0.34275156836786663,-0.7972744648508763,0.09893486330824477
sparse,65536,22,0.34029600375326097,-0.8084868627708134,0.08822778328086124
sparse,65536,23,0.33897796005629716,-0.8193489114737273,0.07852047011109481
sparse,65536,24,0.340913761907588,-0.8299126911607657,0.06974440421831862
sparse,65536,25,0.3434380094860692,-0.8402203292575494,0.06183155436374691
sparse,65536,26,0.3431236978514867,-0.8503062115356209,0.05471530265325598
sparse,65536,27,0.3407323864961232,-0.8601986445339311,0.04833115687940674
sparse,65536,28,0.33996185028784626,-0.8699211177686701,0.0426172831068239
sparse,65536,29,0.34202792107704927,-0.879493271140594,0.03751488727075746
sparse,65536,30,0.3440130520327271,-0.8889316430895217,0.032968470928068656
sparse,65536,31,0.3432116349342668,-0.8982502541640391,0.028925983080025867
sparse,65536,32,0.3410126362239542,-0.9074610659367521,0.02533888711451786
sparse,65536,33,0.34075866295209073,-0.9165743446977227,0.022162159347689826
sparse,65536,34,0.3428711077462295,-0.9255989518127663,0.01935423334918558
sparse,65536,35,0.34434449035035775,-0.9345425771605717,0.01687690218576786
sparse,65536,36,0.34318806126920665,-0.9434119280589625,0.01469518889398438
sparse,65536,37,0.341258978560493,-0.9522128831370688,0.012777193875241743
sparse,65536,38,0.3414630709552383,-0.9609506184135974,0.011093926479246948
sparse,65536,39,0.34353564668236125,-0.9696297111950505,0.009619126788452798
sparse,65536,40,0.3445231256365596,-0.9782542261645091,0.008329082521856277
sparse,65536,41,0.34312390637884715,-0.9868277870860653,0.0072024450268743465
sparse,65536,42,0.34151477620918747,-0.9953536368258474,0.006220047509319631
sparse,65536,43,0.34210740960012287,-1.0038346878323643,0.005364727950634772
sparse,65536,44,0.34406290368609294,-1.0122735647858203,0.0046211585661272685
sparse,65536,45,0.34459723761689526,-1.0206726407880407,0.003975683156318577
sparse,65536,46,0.34305510786943855,-1.02903406819925,0.00341616328479635
sparse,65536,47,0.34179559538481935,-1.0373598050184596,0.0029318338700445924
sparse,65536,48,0.3427020489476132,-1.0456516375378897,0.0025131684963381725
sparse,65536,49,0.34447566148376546,-1.0539111998691888,0.002151754521445447
sparse,65536,50,0.3445981101494526,-1.0621399908328086,0.001840177878896264
sparse,65536,0,0.4868159999999999,-0.942,0.045
sparse,131072,1,0.9498646784603952,-0.29044943820224717,0.34702695436440034
sparse,131072,2,0.5197035288561789,-0.25493827160493826,0.45154946439647775
sparse,131072,3,0.3371231526704638,-0.25493827160493826,0.46875531478273236
sparse,131072,4,0.2705297737781652,-0.29044943820224717,0.4562529803121852
sparse,131072,5,0.2751364135991787,-0.3463919413919414,0.43402493236288947
sparse,131072,6,0.2949719721368112,-0.41708084163898124,0.4083388862942529
sparse,131072,7,0.30639530577099017,-0.4785010938048017,0.3814921331684759
sparse,131072,8,0.31161530894644573,-0.5294883998342872,0.3545043445791235
sparse,131072,9,0.31757269409103384,-0.5711663377723811,0.32793223377138175
sparse,131072,10,0.32491056865524864,-0.6054190621769657,0.30212824072352673
sparse,131072,11,0.3290534604938722,-0.6340102351428806,0.27733116035888994
sparse,131072,12,0.3282483306442896,-0.658346225836723,0.25370393428523513
sparse,131072,13,0.3266559019715614,-0.6794824751601766,0.23135341930287318
sparse,131072,14,0.3285583970063633,-0.6981937885506969,0.21034305183382268
sparse,131072,15,0.3325216091897139,-0.7150465126356491,0.19070209227625265
sparse,131072,16,0.33389452761286287,-0.7304564560536686,0.17243285412153664
sparse,131072,17,0.33170850256796774,-0.7447315915746391,0.15551655114329144
sparse,131072,18,0.3299519662738478,-0.7581025059932791,0.139918103761825
sparse,131072,19,0.331686943420401,-0.7707438702064867,0.12559011785320975
sparse,131072,20,0.33474735113722787,-0.7827895709021155,0.11247618440755965
sparse,131072,21,0.33509431326925204,-0.7943434303681177,0.10051361112699336
sparse,131072,22,0.33269405173014915,-0.8054868627708134,0.0896356734395984
sparse,131072,23,0.33140589455178204,-0.8162843953446951,0.07977345633627185
