task,dimension,rank,test_mse,recovery_slope,high_low_ratio
sparse,2,38,0.3587532607134396,-0.9709596763846119,0.0113481244673148
sparse,2,39,0.3646796022850738,-0.9797360941737739,0.009839532312247134
sparse,2,40,0.3674482026949885,-0.9884542261645091,0.008519928929885717
sparse,2,41,0.36326646565526904,-0.9971179031324839,0.007367476500485216
sparse,2,42,0.3584763538294197,-1.0057305599027706,0.006362569056178019
sparse,2,43,0.3601042188773168,-1.0142952871664375,0.005487651340665683
sparse,2,44,0.36570565670344657,-1.022814875327131,0.004727044359786486
sparse,2,45,0.3671690495804945,-1.0312918517657423,0.0040667790060541905
sparse,2,46,0.3625849625921159,-1.0397285126436946,0.003494438711943893
sparse,2,47,0.35882659330575034,-1.0481269501540258,0.0029990117328606717
sparse,2,48,0.3613810749129114,-1.0564890759615349,0.0025707533718680163
sparse,2,49,0.3664641228995399,-1.0648166414392155,0.0022010582257011527
sparse,2,50,0.36673832043796806,-1.0731112552006246,0.0018823423474798118
sparse,2,0,0.481745,-1.022,0.045
sparse,3,1,0.9921979273148949,-0.29044943820224717,0.3417148038066611
sparse,3,2,0.5468975827198448,-0.25493827160493826,0.4446373248379412
sparse,3,3,0.3448007408486653,-0.25493827160493826,0.4615797949115826
sparse,3,4,0.2684453950314773,-0.29044943820224717,0.449268841203237
sparse,3,5,0.2820887484100499,-0.3489363410731113,0.4273810513688407
sparse,3,6,0.3158930943105352,-0.4218721954367791,0.4020881970745997
sparse,3,7,0.3301156222842894,-0.4852905680739618,0.3756524033650784
sparse,3,8,0.3325400053677378,-0.5380658859510072,0.34907773310674917
sparse,3,9,0.3419492425689211,-0.5813529118889305,0.3229123775999211
sparse,3,10,0.3585132388410595,-0.6170611684345378,0.297503381811896
sparse,3,11,0.36715163723238653,-0.646975148528487,0.2730858852883201
sparse,3,12,0.3618463979828641,-0.6725184758459013,0.24982033539164955
sparse,3,13,0.35490516522819093,-0.6947609988501775,0.2278119532008074
sparse,3,14,0.3591588323492953,-0.7144896432013653,0.20712320407830132
sparse,3,15,0.37006506671444145,-0.7322810221032766,0.18778290051576596
sparse,3,16,0.37330959836637506,-0.7485596964499335,0.1697933205905693
sparse,3,17,0.3658630220488177,-0.7636411448275326,0.15313596564840784
sparse,3,18,0.35986261227556104,-0.7777624266789762,0.13777629309383946
sparse,3,19,0.3646298975181081,-0.7911038235241399,0.12366763429333068
sparse,3,20,0.3735236515657363,-0.8038041090108152,0.1107544437236772
sparse,3,21,0.37418761668515754,-0.8159713813691672,0.0989749887557525
sparse,3,22,0.36650604780498236,-0.8276908120037612,0.0882635662108455
sparse,3,23,0.3622602200321698,-0.8390302428054641,0.07855231600339577
sparse,3,24,0.3677644193649512,-0.8500442720579661,0.06977269076298895
sparse,3,25,0.37505174835808247,-0.860777269045421,0.06185663165911057
sparse,3,26,0.37388163150062287,-0.871265621886013,0.05473749377912474
sparse,3,27,0.3665254711095738,-0.8815394309878452,0.04835075875920426
sparse,3,28,0.3640257092792136,-0.8916237976091729,0.042634567585712775
sparse,3,29,0.3700118402765681,-0.9015398137330038,0.037530102348532934
sparse,3,30,0.37576751871716974,-0.9113053294546122,0.032981842095778396
sparse,3,31,0.3732097644774811,-0.9209355530784095,0.028937714718165104
sparse,3,32,0.3664861785220522,-0.9304435242869125,0.02534916391837466
sparse,3,33,0.3655800061131996,-0.9398404901699353,0.022171147752098826
sparse,3,34,0.37174909660957695,-0.9491362062942614,0.019362082930701505
sparse,3,35,0.37601549131864936,-0.9583391794712411,0.01688374702519153
sparse,3,36,0.3724322964069061,-0.9674568648354144,0.014701148886355769
sparse,3,37,0.36654625264980895,-0.9764958268604645,0.012782375977940361
sparse,3,38,0.3670365095313262,-0.9854618717149906,0.011098425891786801
sparse,3,39,0.3731120543118501,-0.9943601566918028,0.009623028059997669
sparse,3,40,0.37595031895038983,-1.0031952811826823,0.008332460584475891
sparse,3,41,0.3716631724045216,-1.0119713627096192,0.0072053661541715336
sparse,3,42,0.366752329798537,-1.0206921007866,0.006222570201336227
sparse,3,43,0.3684211348434299,-1.029360830817086,0.0053669037469372925
sparse,3,44,0.37416360930281994,-1.037980569790272,0.004623032789725196
sparse,3,45,0.3756638054828358,-1.0465540551936487,0.003977295591616529
sparse,3,46,0.37096419007726666,-1.0550837782876248,0.003417548793159917
sparse,3,47,0.3671110947834844,-1.0635720126730668,0.002933022946797924
sparse,3,48,0.36972987228110726,-1.0720208389117174,0.002514187773135106
sparse,3,49,0.37494091264484886,-1.0804321658228735,0.002152627217987522
sparse,3,50,0.37522197104667376,-1.0888077489699757,0.0018409242079294834
sparse,3,0,0.49388004707746036,-1.0687970000576925,0.045
sparse,5,1,1.0229695117126496,-0.29044943820224717,0.33249758997943163
sparse,5,2,0.5645168427640691,-0.25493827160493826,0.4326439395559932
sparse,5,3,0.356951303543501,-0.25493827160493826,0.4491294134220059
sparse,5,4,0.27792158685770785,-0.29044943820224717,0.43715052812709426
sparse,5,5,0.2897356639024924,-0.3506559274594991,0.41585312664246116
sparse,5,6,0.32359218368878,-0.4250964199112563,0.3912425069009347
sparse,5,7,0.3385571826265778,-0.48984241439087073,0.36551977671865543
sparse,5,8,0.3414216943799264,-0.5437978405723,0.3396619159617891
sparse,5,9,0.35133870635937664,-0.5881407528878297,0.31420232934142794
sparse,5,10,0.3685321044616124,-0.624799307173283,0.2894787008383564
sparse,5,11,0.3775014404726528,-0.6555730804604261,0.26571982748262774
sparse,5,12,0.37206778740898505,-0.6818980379534713,0.24308182882405635
sparse,5,13,0.36493262341771254,-0.704854223292019,0.22166708777016403
sparse,5,14,0.3693306099404777,-0.7252370581162891,0.20153638477956606
sparse,5,15,0.3805822944088316,-0.7436302922534362,0.18271775517272001
sparse,5,16,0.3839322249670112,-0.7604645252787722,0.16521341557947689
sparse,5,17,0.37625832074995025,-0.7760603798403335,0.14900536631733746
sparse,5,18,0.3700742246294435,-0.7906593245768848,0.1340599965224815
sparse,5,19,0.3749904159375324,-0.8044454420392178,0.12033189637360575
sparse,5,20,0.38416033407599315,-0.8175608001019178,0.10776701859972919
sparse,5,21,0.3848453852837863,-0.8301163661604218,0.0963052957112991
sparse,5,22,0.376926345611116,-0.8421998221389083,0.0858827967684438
sparse,5,23,0.3725492557486841,-0.8538812161424497,0.07643349210357711
sparse,5,24,0.37822391086783996,-0.8652170931143291,0.06789068330267566
sparse,5,25,0.38573682536615966,-0.8762535465229113,0.06018814731402854
sparse,5,26,0.3845304426436796,-0.8870284970945679,0.053261036865615397
sparse,5,27,0.3769464929721548,-0.897573412158218,0.047046573873949706
sparse,5,28,0.3743692545758562,-0.9079146160065311,0.04148456787399025
sparse,5,29,0.3805405824482695,-0.9180742982175021,0.036517787475279874
sparse,5,30,0.38647431687394823,-0.9280712967218934,0.03209220931538323
sparse,5,31,0.38383726802027096,-0.9379217112854111,0.028157165847418484
sparse,5,32,0.37690543094812956,-0.9476393881507905,0.024665410503028496
sparse,5,33,0.37597109006038015,-0.9572363059392074,0.021573116272778383
sparse,5,34,0.38233103344725244,-0.9667228852459551,0.01883982151116465
sparse,5,35,0.38672938519165984,-0.9761082387972485,0.016428334778480415
sparse,5,36,0.3830351623543612,-0.9854003749542437,0.014304608756159526
sparse,5,37,0.3769668086986887,-0.9946063643341234,0.01243759169790262
sparse,5,38,0.3774721421192347,-1.003732477070361,0.010799063489424691
sparse,5,39,0.38373566365882755,-1.012784296545958,0.009363462169651837
sparse,5,40,0.38666169739807754,-1.0217668141556706,0.008107705700992618
sparse,5,41,0.38224175279966843,-1.0306845086791336,0.00701101285192462
sparse,5,42,0.3771788093367285,-1.039541413098928,0.0060547262581949375
sparse,5,43,0.3788991943755268,-1.0483411711196686,0.005222140046697754
sparse,5,44,0.38481935547125945,-1.057087085194581,0.00449833382650059
sparse,5,45,0.386365919645489,-1.065782157514167,0.003870014363195508
sparse,5,46,0.38152075681159237,-1.0744291251344877,0.0033253658451558045
sparse,5,47,0.3775483218949987,-1.0830304902032446,0.002853909313558602
sparse,5,48,0.38024810355363664,-1.0915885460671648,0.002446371553150959
sparse,5,49,0.38562039606187587,-1.100105399904429,0.0020945635194369286
sparse,5,50,0.385910098862319,-1.1085829924134356,0.001791268202760303
sparse,5,0,0.5091683983284383,-1.127754247590989,0.045
sparse,10,1,1.0646093053935448,-0.29044943820224717,0.32075765515347415
sparse,10,2,0.5882377458803887,-0.25493827160493826,0.4173680043122308
sparse,10,3,0.37329507335171186,-0.25493827160493826,0.4332714036171197
sparse,10,4,0.29123648672253316,-0.29044943820224717,0.4217154727642495
sparse,10,5,0.30082352012861124,-0.35298926079283244,0.4011700469718532
sparse,10,6,0.33402542522238543,-0.42947141991125626,0.37742838712808063
sparse,10,7,0.3498093197300138,-0.496018884979106,0.3526138836066452
sparse,10,8,0.35333431319127845,-0.5515756183500777,0.32766902074562243
sparse,10,9,0.36400091190359274,-0.5973512792036192,0.30310836962622945
sparse,10,10,0.3820827177954201,-0.635299307173283,0.2792576911716235
sparse,10,11,0.391519439911065,-0.6672397471270928,0.25633770397068384
sparse,10,12,0.38592154318223143,-0.694625310680744,0.2344990152525489
sparse,10,13,0.37852892355848494,-0.7185498754659321,0.21384039295519558
sparse,10,14,0.3831261250125656,-0.7398203914496224,0.19442047148071312
sparse,10,15,0.3948486541067153,-0.7590302922534362,0.1762662962691963
sparse,10,16,0.39834295086446936,-0.7766183714326184,0.15938000568499652
sparse,10,17,0.3903614776524941,-0.7929122316921854,0.14374423558435478
sparse,10,18,0.38392874682369266,-0.8081593245768849,0.1293265618469418
sparse,10,19,0.3890474200842409,-0.8225488903150798,0.11608317799643679
sparse,10,20,0.3985923770073597,-0.8362274667685844,0.10396194508076975
sparse,10,21,0.3993062650267957,-0.8493099145475186,0.09290491649316657
sparse,10,22,0.3910651648295101,-0.8618873221389083,0.08285041858851518
sparse,10,23,0.38651008987422536,-0.8740327312939649,0.07373475309656104
sparse,10,24,0.39241613608351184,-0.8858053284084467,0.06549357661293262
sparse,10,25,0.4002352264130914,-0.8972535465229113,0.058063004311321255
sparse,10,26,0.398979693244155,-0.9084173859834568,0.05138047856862466
sparse,10,27,0.3910866998846752,-0.9193301689149748,0.045385437890681585
sparse,10,28,0.38840437015158646,-0.9300198791644259,0.0400198170372886
sparse,10,29,0.3948270251543849,-0.9405101956533994,0.03522840536284269
sparse,10,30,0.4010023915167688,-0.9508212967218934,0.030959086979648734
sparse,10,31,0.3982577671727529,-0.960970491773216,0.027162983327320162
sparse,10,32,0.39104336802037737,-0.970972721484124,0.023794516034954444
sparse,10,33,0.3900708191427718,-0.9808409571019981,0.020811405551654394
sparse,10,34,0.396689745737549,-0.9905865216095914,0.018174618865072007
sparse,10,35,0.4012671621361063,-1.0002193499083596,0.015848277703148526
sparse,10,36,0.3974222923826726,-1.0097482010412002,0.013799536901297293
sparse,10,37,0.3911065669441421,-1.0191808324192297,0.01199844109854255
sparse,10,38,0.39163236424594955,-1.0285241437370278,0.01041776658572363
sparse,10,39,0.39815095977664106,-1.037784296545958,0.009032853951938646
sparse,10,40,0.40119609345763296,-1.0469668141556705,0.007821436147810036
sparse,10,41,0.3965959572081403,-1.0560766655418787,0.006763465692407954
sparse,10,42,0.39132662929967393,-1.0651183361758512,0.0058409439818643966
sparse,10,43,0.39311700714295683,-1.0740958881008007,0.0050377549995638884
sparse,10,44,0.3992782767159105,-1.083013011120507,0.004339505168669465
sparse,10,45,0.40088776074840804,-1.0918730666050762,0.003733370616688217
sparse,10,46,0.39584510449147425,-1.1006791251344878,0.003207952728576496
sparse,10,47,0.39171073768643533,-1.1094339989751745,0.002753142540053736
sparse,10,48,0.3945204368224996,-1.118140270205096,0.002359994257616741
sparse,10,49,0.40011153635444924,-1.1268003151586663,0.0020206079782598067
sparse,10,50,0.4004129702115605,-1.1354163257467689,0.0017280215128895077
sparse,10,0,0.5299133983284384,-1.207754247590989,0.045
sparse,20,1,1.1061351171887566,-0.29044943820224717,0.3098184817773072
sparse,20,2,0.6117641021036234,-0.25493827160493826,0.4031340152320583
sparse,20,3,0.3894235235821689,-0.25493827160493826,0.41849504231458085
sparse,20,4,0.30483542373641537,-0.29044943820224717,0.4073332168839556
sparse,20,5,0.3128323648307108,-0.35532259412616574,0.3874884757711584
sparse,20,6,0.34462274382980224,-0.4338464199112563,0.36455650551420105
sparse,20,7,0.36083328243630375,-0.5021953555673413,0.340588280021998
sparse,20,8,0.3650645489415522,-0.5593533961278555,0.31649414098719497
sparse,20,9,0.376558062843686,-0.6065618055194087,0.2927711104717375
sparse,20,10,0.3955745963334011,-0.645799307173283,0.2697338395931076
sparse,20,11,0.4055034883254006,-0.6789064137937595,0.2475955195160613
sparse,20,12,0.39975475202345917,-0.7073525834080167,0.22650162113529654
sparse,20,13,0.3921122187019023,-0.7322455276398451,0.2065475439903118
sparse,20,14,0.3969130708937168,-0.7544037247829558,0.1877899228056206
sparse,20,15,0.4091091655835871,-0.7744302922534363,0.17025488065904987
sparse,20,16,0.4127495620810399,-0.7927722175864645,0.1539444829878112
sparse,20,17,0.4044616620057158,-0.8097640835440372,0.13884195783784403
sparse,20,18,0.3977810715298552,-0.8256593245768848,0.1249159868865083
sparse,20,19,0.40310276659208305,-0.8406523385909419,0.11212425764096817
sparse,20,20,0.41302314708292054,-0.8548941334352511,0.10041640930480225
sparse,20,21,0.4137661518417508,-0.8685034629346154,0.0897364714921243
sparse,20,22,0.40520319851772874,-0.8815748221389084,0.08002487388625662
sparse,20,23,0.400470294665476,-0.8941842464454801,0.07122009059353765
sparse,20,24,0.4066078513458072,-0.9063935637025644,0.063259972587952
sparse,20,25,0.4147332099741529,-0.9182535465229114,0.056082813782123236
sparse,20,26,0.41342859885266203,-0.9298062748723457,0.04962819002871847
sparse,20,27,0.4052266192709011,-0.9410869256717315,0.043837605233026475
sparse,20,28,0.402439244216485,-0.9521251423223206,0.03865497442162628
sparse,20,29,0.4091132635399283,-0.9629460930892969,0.03402696986211976
sparse,20,30,0.41553029215473025,-0.9735712967218935,0.029903253035869066
sparse,20,31,0.4126781172283142,-0.9840192722610208,0.02623661234518627
sparse,20,32,0.40518117661091624,-0.9943060548174573,0.022983023831646594
sparse,20,33,0.40417043692224736,-1.0044456082647888,0.020101649853314654
sparse,20,34,0.41104836113114335,-1.0144501579732277,0.017554788586303913
sparse,20,35,0.41580485433666453,-1.0243304610194708,0.01530778535722016
sparse,20,36,0.41180934797590163,-1.0340960271281567,0.01332891515853054
sparse,20,37,0.4052462595446252,-1.043755300504336,0.011589244231961506
sparse,20,38,0.40579252825948897,-1.0533158104036944,0.010062477310338628
sparse,20,39,0.4125662042645769,-1.062784296545958,0.008724795971484298
sparse,20,40,0.41573044349227467,-1.0721668141556706,0.007554692565242769
sparse,20,41,0.4109501204571645,-1.0814688224046238,0.006532803313367905
sparse,20,42,0.4054744123430626,-1.0906952592527743,0.005641743439425209
sparse,20,43,0.4073347866991303,-1.0998506050819328,0.00486594655015833
sparse,20,44,0.41373716800394716,-1.1089389370464329,0.004191509949711606
sparse,20,45,0.41540957476063245,-1.1179639756959854,0.00360604711311073
sparse,20,46,0.4101694276122145,-1.1269291251344877,0.0030985481656093067
sparse,20,47,0.4058731311616159,-1.1358375077471043,0.0026592489007560604
sparse,20,48,0.40879274976790575,-1.144691994343027,0.002279508613903965
sparse,20,49,0.41460265809898084,-1.1534952304129036,0.00195169682167689
sparse,20,50,0.41491582459861515,-1.1622496590801021,0.0016690887746569625
sparse,20,0,0.5506583983284383,-1.2877542475909889,0.045
sparse,30,1,1.1303803085792794,-0.29044943820224717,0.3037586009183891
sparse,30,2,0.6254457289516817,-0.25493827160493826,0.39524893333355643
sparse,30,3,0.39874996177275224,-0.25493827160493826,0.4103095070878699
sparse,30,4,0.31282927966698476,-0.29044943820224717,0.3993660008869097
sparse,30,5,0.32027405425164424,-0.3566875066278484,0.3799094121081172
sparse,30,6,0.3509967795710057,-0.43640563085191136,0.3574259787067412
sparse,30,7,0.36718860816074794,-0.5058083592482661,0.33392655865845233
sparse,30,8,0.3718320905115882,-0.5639031044667979,0.31030368786791784
sparse,30,9,0.3838475189680843,-0.611949618026051,0.2870446669160973
sparse,30,10,0.40343560009356955,-0.6519414134308552,0.26445799251589014
sparse,30,11,0.4136657555870863,-0.685730976302173,0.24275268592891677
sparse,30,12,0.4078359612836664,-0.7147975606899223,0.22207137271835967
sparse,30,13,0.40005123472743537,-0.7402569705845043,0.20250758646065384
sparse,30,14,0.40497354119017104,-0.7629344279184727,0.1841168541359295
sparse,30,15,0.4174480671692881,-0.7834387147645421,0.166924787868831
sparse,30,16,0.4211748191209171,-0.8022216118288832,0.15093341269774235
sparse,30,17,0.4127082544208908,-0.8196217849450789,0.13612628471889487
sparse,30,18,0.40588306872577146,-0.8358961683395051,0.12247269817899174
sparse,30,19,0.41132379630423244,-0.8512421769660663,0.10993116819452484
sparse,30,20,0.42146397862297735,-0.8658134334487126,0.09845231899883772
sparse,30,21,0.4222241554187122,-0.8797309689968441,0.08798127495632549
sparse,30,22,0.4134730332559422,-0.8930912713718561,0.07845963091327855
sparse,30,23,0.4086361835759106,-0.9059721271418306,0.06982706438902474
sparse,30,24,0.41490922416319187,-0.918436909305647,0.062022641958667725
sparse,30,25,0.42321378379127234,-0.9305377590380556,0.05498586447231143
sparse,30,26,0.42188049950311374,-0.9423179728044371,0.04865748964605392
sparse,30,27,0.41349780271214875,-0.9538138125117459,0.042980165536955106
sparse,30,28,0.41064900256735004,-0.965055892338262,0.0378989041631452
sparse,30,29,0.4174700787246379,-0.9760702517593228,0.03336142085364371
sparse,30,30,0.42402848544608546,-0.9868791936132997,0.029318361683836364
sparse,30,31,0.4211134095595327,-0.9975019445337402,0.025723438489187164
sparse,30,32,0.4134512027756683,-1.0079551798342843,0.022533488395934394
sparse,30,33,0.4124181312107135,-1.0182534440376254,0.019708472524189617
sparse,30,34,0.4194475662751969,-1.0284094903768008,0.017211426477219145
sparse,30,35,0.42430881856372893,-1.038434556870192,0.015008373408176649
sparse,30,36,0.4202252004060701,-1.0483385923631066,0.013068208833407625
sparse,30,37,0.4135174181323148,-1.0581304428092921,0.011362564923200738
sparse,30,38,0.4140756654784805,-1.0678180057340732,0.009865660731494088
sparse,30,39,0.42099855711045975,-1.077408359063987,0.008554143711482692
sparse,30,40,0.42423247130660374,-1.0869078691738436,0.007406926890940511
sparse,30,41,0.4193467480916248,-1.096322281981759,0.0064050252365835435
sparse,30,42,0.41375031732738404,-1.1056568001366038,0.005531394008741233
sparse,30,43,0.41565163879347966,-1.1149161487325814,0.004770771284336009
sparse,30,44,0.42219506297638304,-1.124104631509574,0.00410952629667544
sparse,30,45,0.4239042785366598,-1.1332261791238918,0.003535514794471315
sparse,30,46,0.41854860783131326,-1.1422843907784181,0.003037942250134231
sparse,30,47,0.41415758968053606,-1.1512825702661453,0.0026072354397761125
sparse,30,48,0.4171415080052638,-1.1602237572932095,0.002234922666229402
sparse,30,49,0.42307941212470973,-1.1691107547965616,0.0019135226942192769
sparse,30,50,0.4233994425355123,-1.1779461528494533,0.0016364423067659704
sparse,30,0,0.5627934454058987,-1.3345512476486814,0.045
dense,1,1,1.2824605583854882,-0.32517241379310347,0.3919147464737058
dense,1,2,0.7475574432685332,-0.2853846153846154,0.5360921243933001
dense,1,3,0.5192519314938292,-0.27,0.5830286856683283
dense,1,4,0.44269718184224555,-0.2853846153846154,0.5822098083412078
dense,1,5,0.4603079338981363,-0.32517241379310347,0.5644271843290279
dense,1,6,0.4888213395238369,-0.3758823529411765,0.539887896757311
dense,1,7,0.5003011705375826,-0.4410975609756098,0.5125916927662867
dense,1,8,0.5095079438789252,-0.49799098974610423,0.4842672074376144
dense,1,9,0.5268311579187837,-0.5463837044633262,0.45576299940583553
dense,1,10,0.5427926399719507,-0.5870978986626323,0.427559074186472
dense,1,11,0.5453751474367557,-0.6214909436272612,0.39996122064417755
dense,1,12,0.5392393230531789,-0.6508966695455048,0.3731791211951846
dense,1,13,0.5393608007182717,-0.6764329816692697,0.34736088976366436
dense,1,14,0.5498485942498452,-0.6989771368778168,0.3226105812547874
dense,1,15,0.5590608114347508,-0.7191985132044951,0.2989985526612452
dense,1,16,0.5572441068537952,-0.7376028434560651,0.27656847982207533
dense,1,17,0.5505099561040909,-0.754572049184187,0.25534258006942856
dense,1,18,0.5514488364182312,-0.7703958855427746,0.23532572917780917
dense,1,19,0.5609100956392249,-0.7852957994348153,0.21650881469639371
dense,1,20,0.5673749193384008,-0.7994425131506876,0.19887151797590452
dense,1,21,0.5640185507343198,-0.8129688761721623,0.18238464596456258
dense,1,22,0.5582935620551311,-0.8259792522299525,0.1670120961750758
dense,1,23,0.5606634758407304,-0.8385564004411791,0.15271251618926146
dense,1,24,0.569500644278112,-0.8507665499482095,0.13944070504467873
dense,1,25,0.5739272753246227,-0.8626631699581014,0.12714879432021578
dense,1,26,0.5697935117803632,-0.8742897932158389,0.11578723992906194
dense,1,27,0.5653697556808259,-0.885682148299378,0.10530565056220786
dense,1,28,0.5690002249819116,-0.8968697835165355,0.09565347482834612
dense,1,29,0.5771241158161412,-0.9078773139215688,0.08678056604909129
dense,1,30,0.5798378406169179,-0.9187253867053724,0.07863764116054225
dense,1,31,0.5753598480736756,-0.9294314344477391,0.07117664808951576
dense,1,32,0.5723006788326296,-0.9400102673079962,0.06435105421064675
dense,1,33,0.5769160352352775,-0.9504745419857593,0.05811606697643126
dense,1,34,0.5841921443593983,-0.9608351356885705,0.05242879649501648
